Time Stamp          EXEC TI BUSFR BUSHR BUSDH BUSSD IDLFR IDLHR IDLSD BLTSL GPRST BUDTF BUDTH IDDTH DAPSI BUSDF BUDF8
2017-11-23 09:30:15   7.432 00000 00000 00000 00000 00147 00000 00272 00192 00873 00000 00000 00000 00000 00000 00000
2017-11-23 09:30:30   7.436 00000 00000 00000 00000 00160 00000 00272 00192 00860 00000 00000 00000 00000 00000 00000
2017-11-23 09:30:45   7.440 00000 00000 00000 00000 00166 00000 00272 00192 00854 00000 00000 00000 00000 00000 00000
2017-11-23 09:31:00   7.444 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 09:31:15   7.449 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 09:31:30   7.453 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 09:31:45   7.457 00000 00000 00000 00000 00182 00000 00272 00192 00838 00000 00000 00000 00000 00000 00000
2017-11-23 09:32:00   7.461 00000 00000 00000 00000 00197 00000 00272 00192 00823 00000 00000 00000 00000 00000 00000
2017-11-23 09:32:15   7.465 00000 00000 00000 00000 00203 00000 00272 00192 00817 00000 00000 00000 00000 00000 00000
2017-11-23 09:32:30   7.469 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 09:32:45   7.474 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 09:33:00   7.478 00000 00000 00000 00000 00170 00000 00272 00192 00850 00000 00000 00000 00000 00000 00000
2017-11-23 09:33:15   7.482 00000 00000 00000 00000 00155 00000 00272 00192 00865 00000 00000 00000 00000 00000 00000
2017-11-23 09:33:30   7.486 00000 00000 00000 00000 00148 00000 00272 00192 00872 00000 00000 00000 00000 00000 00000
2017-11-23 09:33:45   7.490 00000 00000 00000 00000 00152 00000 00272 00192 00868 00000 00000 00000 00000 00000 00000
2017-11-23 09:34:00   7.494 00000 00000 00000 00000 00174 00000 00272 00192 00846 00000 00000 00000 00000 00000 00000
2017-11-23 09:34:15   7.499 00000 00000 00000 00000 00231 00000 00272 00192 00789 00000 00000 00000 00000 00000 00000
2017-11-23 09:34:30   7.503 00000 00000 00000 00000 00232 00000 00272 00192 00788 00000 00000 00000 00000 00000 00000
2017-11-23 09:34:45   7.507 00000 00000 00000 00000 00232 00000 00272 00192 00788 00000 00000 00000 00000 00000 00000
2017-11-23 09:35:00   7.511 00000 00000 00000 00000 00231 00000 00272 00192 00789 00000 00000 00000 00000 00000 00000
2017-11-23 09:35:15   7.515 00000 00000 00000 00000 00231 00000 00272 00192 00789 00000 00000 00000 00000 00000 00000
2017-11-23 09:35:30   7.519 00000 00000 00000 00000 00202 00000 00272 00192 00818 00000 00000 00000 00000 00000 00000
2017-11-23 09:35:45   7.524 00000 00000 00000 00000 00189 00000 00272 00192 00831 00000 00000 00000 00000 00000 00000
2017-11-23 09:36:00   7.528 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 09:36:15   7.532 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 09:36:30   7.536 00000 00000 00000 00000 00208 00000 00272 00192 00812 00000 00000 00000 00000 00000 00000
2017-11-23 09:36:45   7.540 00000 00000 00000 00000 00196 00000 00272 00192 00824 00000 00000 00000 00000 00000 00000
2017-11-23 09:37:00   7.544 00000 00000 00000 00000 00178 00000 00272 00192 00842 00000 00000 00000 00000 00000 00000
2017-11-23 09:37:15   7.549 00000 00000 00000 00000 00172 00000 00272 00192 00848 00000 00000 00000 00000 00000 00000
2017-11-23 09:37:30   7.553 00000 00000 00000 00000 00145 00000 00272 00192 00875 00000 00000 00000 00000 00000 00000
2017-11-23 09:37:45   7.557 00000 00000 00000 00000 00139 00000 00272 00192 00881 00000 00000 00000 00000 00000 00000
2017-11-23 09:38:00   7.561 00000 00000 00000 00000 00185 00000 00272 00192 00835 00000 00000 00000 00000 00000 00000
2017-11-23 09:38:15   7.565 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 09:38:30   7.569 00000 00000 00000 00000 00184 00000 00272 00192 00836 00000 00000 00000 00000 00000 00000
2017-11-23 09:38:45   7.574 00000 00000 00000 00000 00196 00000 00272 00192 00824 00000 00000 00000 00000 00000 00000
2017-11-23 09:39:00   7.578 00000 00000 00000 00000 00190 00000 00272 00192 00830 00000 00000 00000 00000 00000 00000
2017-11-23 09:39:15   7.582 00000 00000 00000 00000 00162 00000 00272 00192 00858 00000 00000 00000 00000 00000 00000
2017-11-23 09:39:30   7.586 00000 00000 00000 00000 00164 00000 00272 00192 00856 00000 00000 00000 00000 00000 00000
2017-11-23 09:39:45   7.590 00000 00000 00000 00000 00171 00000 00272 00192 00849 00000 00000 00000 00000 00000 00000
2017-11-23 09:40:00   7.594 00000 00000 00000 00000 00192 00000 00272 00192 00828 00000 00000 00000 00000 00000 00000
2017-11-23 09:40:15   7.599 00000 00000 00000 00000 00202 00000 00272 00192 00818 00000 00000 00000 00000 00000 00000
2017-11-23 09:40:30   7.603 00000 00000 00000 00000 00231 00000 00272 00192 00789 00000 00000 00000 00000 00000 00000
2017-11-23 09:40:45   7.607 00000 00000 00000 00000 00232 00000 00272 00192 00788 00000 00000 00000 00000 00000 00000
2017-11-23 09:41:00   7.611 00000 00000 00000 00000 00232 00000 00272 00192 00788 00000 00000 00000 00000 00000 00000
2017-11-23 09:41:15   7.615 00000 00000 00000 00000 00230 00000 00268 00208 00775 00000 00000 00000 00000 00000 00000
2017-11-23 09:41:30   7.619 00000 00000 00000 00000 00200 00000 00268 00192 00805 00000 00000 00000 00000 00000 00000
2017-11-23 09:41:45   7.624 00000 00000 00000 00000 00173 00000 00268 00192 00832 00000 00000 00000 00000 00000 00000
2017-11-23 09:42:00   7.628 00000 00000 00000 00000 00160 00000 00268 00192 00845 00000 00000 00000 00000 00000 00000
2017-11-23 09:42:15   7.632 00000 00000 00000 00000 00160 00000 00264 00200 00838 00000 00000 00000 00000 00000 00000
2017-11-23 09:42:30   7.636 00000 00000 00000 00000 00168 00000 00264 00192 00822 00000 00000 00000 00000 00000 00000
2017-11-23 09:42:45   7.640 00000 00000 00000 00000 00168 00000 00264 00192 00822 00000 00000 00000 00000 00000 00000
2017-11-23 09:43:00   7.644 00000 00000 00000 00000 00168 00000 00264 00192 00822 00000 00000 00000 00000 00000 00000
2017-11-23 09:43:15   7.649 00000 00000 00000 00000 00138 00000 00264 00192 00852 00000 00000 00000 00000 00000 00000
2017-11-23 09:43:30   7.653 00000 00000 00000 00000 00149 00000 00260 00208 00826 00000 00000 00000 00000 00000 00000
2017-11-23 09:43:45   7.657 00000 00000 00000 00000 00138 00000 00260 00192 00837 00000 00000 00000 00000 00000 00000
2017-11-23 09:44:00   7.661 00000 00000 00000 00000 00184 00000 00260 00192 00791 00000 00000 00000 00000 00000 00000
2017-11-23 09:44:15   7.665 00000 00000 00000 00000 00196 00000 00260 00192 00779 00000 00000 00000 00000 00000 00000
2017-11-23 09:44:30   7.669 00000 00000 00000 00000 00201 00000 00256 00200 00767 00000 00000 00000 00000 00000 00000
2017-11-23 09:44:45   7.674 00000 00000 00000 00000 00230 00000 00256 00192 00730 00000 00000 00000 00000 00000 00000
2017-11-23 09:45:00   7.678 00000 00000 00000 00000 00236 00000 00256 00192 00724 00000 00000 00000 00000 00000 00000
2017-11-23 09:45:15   7.682 00000 00000 00000 00000 00231 00000 00256 00192 00729 00000 00000 00000 00000 00000 00000
2017-11-23 09:45:30   7.686 00000 00000 00000 00000 00225 00000 00252 00208 00720 00000 00000 00000 00000 00000 00000
2017-11-23 09:45:45   7.690 00000 00000 00000 00000 00216 00000 00252 00192 00729 00000 00000 00000 00000 00000 00000
2017-11-23 09:46:00   7.694 00000 00000 00000 00000 00212 00000 00252 00192 00733 00000 00000 00000 00000 00000 00000
2017-11-23 09:46:15   7.699 00000 00000 00000 00000 00191 00000 00252 00192 00754 00000 00000 00000 00000 00000 00000
2017-11-23 09:46:30   7.703 00000 00000 00000 00000 00184 00000 00252 00192 00761 00000 00000 00000 00000 00000 00000
2017-11-23 09:46:45   7.707 00000 00000 00000 00000 00158 00000 00248 00208 00772 00000 00000 00000 00000 00000 00000
2017-11-23 09:47:00   7.711 00000 00000 00000 00000 00148 00000 00248 00192 00782 00000 00000 00000 00000 00000 00000
2017-11-23 09:47:15   7.715 00000 00000 00000 00000 00161 00000 00248 00192 00769 00000 00000 00000 00000 00000 00000
2017-11-23 09:47:30   7.719 00000 00000 00000 00000 00124 00000 00248 00192 00806 00000 00000 00000 00000 00000 00000
2017-11-23 09:47:45   7.724 00000 00000 00000 00000 00141 00000 00244 00200 00782 00000 00000 00000 00000 00000 00000
2017-11-23 09:48:00   7.728 00000 00000 00000 00000 00152 00000 00244 00192 00763 00000 00000 00000 00000 00000 00000
2017-11-23 09:48:15   7.732 00000 00000 00000 00000 00152 00000 00244 00192 00763 00000 00000 00000 00000 00000 00000
2017-11-23 09:48:30   7.736 00000 00000 00000 00000 00146 00000 00244 00192 00769 00000 00000 00000 00000 00000 00000
2017-11-23 09:48:45   7.740 00000 00000 00000 00000 00170 00000 00240 00200 00738 00000 00000 00000 00000 00000 00000
2017-11-23 09:49:00   7.744 00000 00000 00000 00000 00162 00000 00240 00192 00738 00000 00000 00000 00000 00000 00000
2017-11-23 09:49:15   7.749 00000 00000 00000 00000 00145 00000 00240 00192 00755 00000 00000 00000 00000 00000 00000
2017-11-23 09:49:30   7.753 00000 00000 00000 00000 00146 00000 00240 00192 00754 00000 00000 00000 00000 00000 00000
2017-11-23 09:49:45   7.757 00000 00000 00000 00000 00162 00000 00240 00192 00738 00000 00000 00000 00000 00000 00000
2017-11-23 09:50:00   7.761 00000 00000 00000 00000 00149 00000 00236 00208 00736 00000 00000 00000 00000 00000 00000
2017-11-23 09:50:15   7.765 00000 00000 00000 00000 00142 00000 00236 00192 00743 00000 00000 00000 00000 00000 00000
2017-11-23 09:50:30   7.769 00000 00000 00000 00000 00142 00000 00236 00192 00743 00000 00000 00000 00000 00000 00000
2017-11-23 09:50:45   7.774 00000 00000 00000 00000 00142 00000 00236 00192 00743 00000 00000 00000 00000 00000 00000
2017-11-23 09:51:00   7.778 00000 00000 00000 00000 00127 00000 00232 00200 00751 00000 00000 00000 00000 00000 00000
2017-11-23 09:51:15   7.782 00000 00000 00000 00000 00120 00000 00232 00192 00750 00000 00000 00000 00000 00000 00000
2017-11-23 09:51:30   7.786 00000 00000 00000 00000 00116 00000 00232 00192 00754 00000 00000 00000 00000 00000 00000
2017-11-23 09:51:45   7.790 00000 00000 00000 00000 00118 00000 00232 00192 00752 00000 00000 00000 00000 00000 00000
2017-11-23 09:52:00   7.794 00000 00000 00000 00000 00116 00000 00228 00200 00747 00000 00000 00000 00000 00000 00000
2017-11-23 09:52:15   7.799 00000 00000 00000 00000 00114 00000 00228 00192 00741 00000 00000 00000 00000 00000 00000
2017-11-23 09:52:30   7.803 00000 00000 00000 00000 00114 00000 00228 00192 00741 00000 00000 00000 00000 00000 00000
2017-11-23 09:52:45   7.807 00000 00000 00000 00000 00120 00000 00228 00192 00735 00000 00000 00000 00000 00000 00000
2017-11-23 09:53:00   7.811 00000 00000 00000 00000 00132 00000 00228 00192 00723 00000 00000 00000 00000 00000 00000
2017-11-23 09:53:15   7.815 00000 00000 00000 00000 00119 00000 00224 00208 00721 00000 00000 00000 00000 00000 00000
2017-11-23 09:53:30   7.819 00000 00000 00000 00000 00112 00000 00224 00192 00728 00000 00000 00000 00000 00000 00000
2017-11-23 09:53:45   7.824 00000 00000 00000 00000 00112 00000 00224 00192 00728 00000 00000 00000 00000 00000 00000
2017-11-23 09:54:00   7.828 00000 00000 00000 00000 00112 00000 00224 00192 00728 00000 00000 00000 00000 00000 00000
2017-11-23 09:54:15   7.832 00000 00000 00000 00000 00110 00000 00220 00208 00715 00000 00000 00000 00000 00000 00000
2017-11-23 09:54:30   7.836 00000 00000 00000 00000 00110 00000 00220 00192 00715 00000 00000 00000 00000 00000 00000
2017-11-23 09:54:45   7.840 00000 00000 00000 00000 00110 00000 00220 00192 00715 00000 00000 00000 00000 00000 00000
2017-11-23 09:55:00   7.844 00000 00000 00000 00000 00122 00000 00220 00192 00703 00000 00000 00000 00000 00000 00000
2017-11-23 09:55:15   7.849 00000 00000 00000 00000 00112 00000 00216 00200 00706 00000 00000 00000 00000 00000 00000
2017-11-23 09:55:30   7.853 00000 00000 00000 00000 00108 00000 00216 00192 00702 00000 00000 00000 00000 00000 00000
2017-11-23 09:55:45   7.857 00000 00000 00000 00000 00108 00000 00216 00192 00702 00000 00000 00000 00000 00000 00000
2017-11-23 09:56:00   7.861 00000 00000 00000 00000 00108 00000 00216 00192 00702 00000 00000 00000 00000 00000 00000
2017-11-23 09:56:15   7.865 00000 00000 00000 00000 00108 00000 00216 00192 00702 00000 00000 00000 00000 00000 00000
2017-11-23 09:56:30   7.869 00000 00000 00000 00000 00106 00000 00212 00208 00689 00000 00000 00000 00000 00000 00000
2017-11-23 09:56:45   7.874 00000 00000 00000 00000 00106 00000 00212 00192 00689 00000 00000 00000 00000 00000 00000
2017-11-23 09:57:00   7.878 00000 00000 00000 00000 00106 00000 00212 00192 00689 00000 00000 00000 00000 00000 00000
2017-11-23 09:57:15   7.882 00000 00000 00000 00000 00106 00000 00212 00192 00689 00000 00000 00000 00000 00000 00000
2017-11-23 09:57:30   7.886 00000 00000 00000 00000 00105 00000 00208 00200 00683 00000 00000 00000 00000 00000 00000
2017-11-23 09:57:45   7.890 00000 00000 00000 00000 00104 00000 00208 00192 00676 00000 00000 00000 00000 00000 00000
2017-11-23 09:58:00   7.894 00000 00000 00000 00000 00104 00000 00208 00192 00676 00000 00000 00000 00000 00000 00000
2017-11-23 09:58:15   7.899 00000 00000 00000 00000 00104 00000 00208 00192 00676 00000 00000 00000 00000 00000 00000
2017-11-23 09:58:30   7.903 00000 00000 00000 00000 00102 00000 00204 00208 00663 00000 00000 00000 00000 00000 00000
2017-11-23 09:58:45   7.907 00000 00000 00000 00000 00102 00000 00204 00192 00663 00000 00000 00000 00000 00000 00000
2017-11-23 09:59:00   7.911 00000 00000 00000 00000 00102 00000 00204 00192 00663 00000 00000 00000 00000 00000 00000
2017-11-23 09:59:15   7.915 00000 00000 00000 00000 00102 00000 00204 00192 00663 00000 00000 00000 00000 00000 00000
2017-11-23 09:59:30   7.919 00000 00000 00000 00000 00102 00000 00204 00192 00663 00000 00000 00000 00000 00000 00000
2017-11-23 09:59:45   7.924 00000 00000 00000 00000 00100 00000 00200 00208 00650 00000 00000 00000 00000 00000 00000
2017-11-23 10:00:00   7.928 00000 00000 00000 00000 00108 00000 00200 00192 00642 00000 00000 00000 00000 00000 00000
2017-11-23 10:00:15   7.932 00000 00000 00000 00000 00100 00000 00200 00192 00650 00000 00000 00000 00000 00000 00000
2017-11-23 10:00:30   7.936 00000 00000 00000 00000 00100 00000 00200 00192 00650 00000 00000 00000 00000 00000 00000
2017-11-23 10:00:45   7.940 00000 00000 00000 00000 00099 00000 00196 00200 00644 00000 00000 00000 00000 00000 00000
2017-11-23 10:01:00   7.944 00000 00000 00000 00000 00098 00000 00196 00192 00637 00000 00000 00000 00000 00000 00000
2017-11-23 10:01:15   7.949 00000 00000 00000 00000 00098 00000 00196 00192 00637 00000 00000 00000 00000 00000 00000
2017-11-23 10:01:30   7.953 00000 00000 00000 00000 00098 00000 00196 00192 00637 00000 00000 00000 00000 00000 00000
2017-11-23 10:01:45   7.957 00000 00000 00000 00000 00098 00000 00192 00200 00630 00000 00000 00000 00000 00000 00000
2017-11-23 10:02:00   7.961 00000 00000 00000 00000 00096 00000 00192 00192 00624 00000 00000 00000 00000 00000 00000
2017-11-23 10:02:15   7.965 00000 00000 00000 00000 00096 00000 00192 00192 00624 00000 00000 00000 00000 00000 00000
2017-11-23 10:02:30   7.969 00000 00000 00000 00000 00096 00000 00192 00192 00624 00000 00000 00000 00000 00000 00000
2017-11-23 10:02:45   7.974 00000 00000 00000 00000 00096 00000 00192 00192 00624 00000 00000 00000 00000 00000 00000
2017-11-23 10:03:00   7.978 00000 00000 00000 00000 00100 00000 00188 00208 00605 00000 00000 00000 00000 00000 00000
2017-11-23 10:03:15   7.982 00000 00000 00000 00000 00100 00000 00188 00192 00605 00000 00000 00000 00000 00000 00000
2017-11-23 10:03:30   7.986 00000 00000 00000 00000 00094 00000 00188 00192 00611 00000 00000 00000 00000 00000 00000
2017-11-23 10:03:45   7.990 00000 00000 00000 00000 00094 00000 00188 00192 00611 00000 00000 00000 00000 00000 00000
2017-11-23 10:04:00   7.994 00000 00000 00000 00000 00093 00000 00184 00200 00605 00000 00000 00000 00000 00000 00000
2017-11-23 10:04:15   7.999 00000 00000 00000 00000 00092 00000 00184 00192 00598 00000 00000 00000 00000 00000 00000
2017-11-23 10:04:30   8.003 00000 00000 00000 00000 00092 00000 00184 00192 00598 00000 00000 00000 00000 00000 00000
2017-11-23 10:04:45   8.007 00000 00000 00000 00000 00092 00000 00184 00192 00598 00000 00000 00000 00000 00000 00000
2017-11-23 10:05:00   8.011 00000 00000 00000 00000 00092 00000 00180 00200 00591 00000 00000 00000 00000 00000 00000
2017-11-23 10:05:15   8.015 00000 00000 00000 00000 00090 00000 00180 00192 00585 00000 00000 00000 00000 00000 00000
2017-11-23 10:05:30   8.019 00000 00000 00000 00000 00090 00000 00180 00192 00585 00000 00000 00000 00000 00000 00000
2017-11-23 10:05:45   8.024 00000 00000 00000 00000 00090 00000 00180 00192 00585 00000 00000 00000 00000 00000 00000
2017-11-23 10:06:00   8.028 00000 00000 00000 00000 00090 00000 00180 00192 00585 00000 00000 00000 00000 00000 00000
2017-11-23 10:06:15   8.032 00000 00000 00000 00000 00088 00000 00176 00208 00572 00000 00000 00000 00000 00000 00000
2017-11-23 10:06:30   8.036 00000 00000 00000 00000 00088 00000 00176 00192 00572 00000 00000 00000 00000 00000 00000
2017-11-23 10:06:45   8.040 00000 00000 00000 00000 00088 00000 00176 00192 00572 00000 00000 00000 00000 00000 00000
2017-11-23 10:07:00   8.044 00000 00000 00000 00000 00088 00000 00176 00192 00572 00000 00000 00000 00000 00000 00000
2017-11-23 10:07:15   8.049 00000 00000 00000 00000 00086 00000 00172 00208 00559 00000 00000 00000 00000 00000 00000
2017-11-23 10:07:30   8.053 00000 00000 00000 00000 00092 00000 00172 00192 00553 00000 00000 00000 00000 00000 00000
2017-11-23 10:07:45   8.057 00000 00000 00000 00000 00092 00000 00172 00192 00553 00000 00000 00000 00000 00000 00000
2017-11-23 10:08:00   8.061 00000 00000 00000 00000 00092 00000 00172 00192 00553 00000 00000 00000 00000 00000 00000
2017-11-23 10:08:15   8.065 00000 00000 00000 00000 00092 00000 00168 00200 00546 00000 00000 00000 00000 00000 00000
2017-11-23 10:08:30   8.069 00000 00000 00000 00000 00086 00000 00168 00192 00544 00000 00000 00000 00000 00000 00000
2017-11-23 10:08:45   8.074 00000 00000 00000 00000 00086 00000 00168 00192 00544 00000 00000 00000 00000 00000 00000
2017-11-23 10:09:00   8.078 00000 00000 00000 00000 00090 00000 00168 00192 00540 00000 00000 00000 00000 00000 00000
2017-11-23 10:09:15   8.082 00000 00000 00000 00000 00086 00000 00168 00192 00544 00000 00000 00000 00000 00000 00000
2017-11-23 10:09:30   8.086 00000 00000 00000 00000 00082 00000 00164 00208 00533 00000 00000 00000 00000 00000 00000
2017-11-23 10:09:45   8.090 00000 00000 00000 00000 00082 00000 00164 00192 00533 00000 00000 00000 00000 00000 00000
2017-11-23 10:10:00   8.094 00000 00000 00000 00000 00082 00000 00164 00192 00533 00000 00000 00000 00000 00000 00000
2017-11-23 10:10:15   8.099 00000 00000 00000 00000 00082 00000 00164 00192 00533 00000 00000 00000 00000 00000 00000
2017-11-23 10:10:30   8.103 00000 00000 00000 00000 00081 00000 00160 00200 00527 00000 00000 00000 00000 00000 00000
2017-11-23 10:10:45   8.107 00000 00000 00000 00000 00086 00000 00160 00192 00514 00000 00000 00000 00000 00000 00000
2017-11-23 10:11:00   8.111 00000 00000 00000 00000 00080 00000 00160 00192 00520 00000 00000 00000 00000 00000 00000
2017-11-23 10:11:15   8.115 00000 00000 00000 00000 00082 00000 00160 00192 00518 00000 00000 00000 00000 00000 00000
2017-11-23 10:11:30   8.119 00000 00000 00000 00000 00080 00000 00156 00208 00505 00000 00000 00000 00000 00000 00000
2017-11-23 10:11:45   8.124 00000 00000 00000 00000 00080 00000 00156 00192 00505 00000 00000 00000 00000 00000 00000
2017-11-23 10:12:00   8.128 00000 00000 00000 00000 00078 00000 00156 00192 00507 00000 00000 00000 00000 00000 00000
2017-11-23 10:12:15   8.132 00000 00000 00000 00000 00078 00000 00156 00192 00507 00000 00000 00000 00000 00000 00000
2017-11-23 10:12:30   8.136 00000 00000 00000 00000 00078 00000 00156 00192 00507 00000 00000 00000 00000 00000 00000
2017-11-23 10:12:45   8.140 00000 00000 00000 00000 00076 00000 00152 00208 00494 00000 00000 00000 00000 00000 00000
2017-11-23 10:13:00   8.144 00000 00000 00000 00000 00077 00000 00152 00192 00493 00000 00000 00000 00000 00000 00000
2017-11-23 10:13:15   8.149 00000 00000 00000 00000 00076 00000 00152 00192 00494 00000 00000 00000 00000 00000 00000
2017-11-23 10:13:30   8.153 00000 00000 00000 00000 00082 00000 00152 00192 00488 00000 00000 00000 00000 00000 00000
2017-11-23 10:13:45   8.157 00000 00000 00000 00000 00074 00000 00148 00208 00481 00000 00000 00000 00000 00000 00000
2017-11-23 10:14:00   8.161 00000 00000 00000 00000 00080 00000 00148 00192 00475 00000 00000 00000 00000 00000 00000
2017-11-23 10:14:15   8.165 00000 00000 00000 00000 00086 00000 00148 00192 00469 00000 00000 00000 00000 00000 00000
2017-11-23 10:14:30   8.169 00000 00000 00000 00000 00080 00000 00148 00192 00475 00000 00000 00000 00000 00000 00000
2017-11-23 10:14:45   8.174 00000 00000 00000 00000 00081 00000 00144 00200 00467 00000 00000 00000 00000 00000 00000
2017-11-23 10:15:00   8.178 00000 00000 00000 00000 00078 00000 00144 00192 00462 00000 00000 00000 00000 00000 00000
2017-11-23 10:15:15   8.182 00000 00000 00000 00000 00078 00000 00144 00192 00462 00000 00000 00000 00000 00000 00000
2017-11-23 10:15:30   8.186 00000 00000 00000 00000 00078 00000 00144 00192 00462 00000 00000 00000 00000 00000 00000
2017-11-23 10:15:45   8.190 00000 00000 00000 00000 00078 00000 00144 00192 00462 00000 00000 00000 00000 00000 00000
2017-11-23 10:16:00   8.194 00000 00000 00000 00000 00070 00000 00140 00208 00455 00000 00000 00000 00000 00000 00000
2017-11-23 10:16:15   8.199 00000 00000 00000 00000 00076 00000 00140 00192 00449 00000 00000 00000 00000 00000 00000
2017-11-23 10:16:30   8.203 00000 00000 00000 00000 00071 00000 00140 00192 00454 00000 00000 00000 00000 00000 00000
2017-11-23 10:16:45   8.207 00000 00000 00000 00000 00070 00000 00140 00192 00455 00000 00000 00000 00000 00000 00000
2017-11-23 10:17:00   8.211 00000 00000 00000 00000 00075 00000 00136 00200 00443 00000 00000 00000 00000 00000 00000
2017-11-23 10:17:15   8.215 00000 00000 00000 00000 00068 00000 00136 00192 00442 00000 00000 00000 00000 00000 00000
2017-11-23 10:17:30   8.219 00000 00000 00000 00000 00068 00000 00136 00192 00442 00000 00000 00000 00000 00000 00000
2017-11-23 10:17:45   8.224 00000 00000 00000 00000 00068 00000 00136 00192 00442 00000 00000 00000 00000 00000 00000
2017-11-23 10:18:00   8.228 00000 00000 00000 00000 00068 00000 00132 00200 00435 00000 00000 00000 00000 00000 00000
2017-11-23 10:18:15   8.232 00000 00000 00000 00000 00066 00000 00132 00192 00429 00000 00000 00000 00000 00000 00000
2017-11-23 10:18:30   8.236 00000 00000 00000 00000 00066 00000 00132 00192 00429 00000 00000 00000 00000 00000 00000
2017-11-23 10:18:45   8.240 00000 00000 00000 00000 00066 00000 00132 00192 00429 00000 00000 00000 00000 00000 00000
2017-11-23 10:19:00   8.244 00000 00000 00000 00000 00066 00000 00132 00192 00429 00000 00000 00000 00000 00000 00000
2017-11-23 10:19:15   8.249 00000 00000 00000 00000 00064 00000 00128 00208 00416 00000 00000 00000 00000 00000 00000
2017-11-23 10:19:30   8.253 00000 00000 00000 00000 00064 00000 00128 00192 00416 00000 00000 00000 00000 00000 00000
2017-11-23 10:19:45   8.257 00000 00000 00000 00000 00064 00000 00128 00192 00416 00000 00000 00000 00000 00000 00000
2017-11-23 10:20:00   8.261 00000 00000 00000 00000 00070 00000 00128 00192 00410 00000 00000 00000 00000 00000 00000
2017-11-23 10:20:15   8.265 00000 00000 00000 00000 00062 00000 00124 00208 00403 00000 00000 00000 00000 00000 00000
2017-11-23 10:20:30   8.269 00000 00000 00000 00000 00062 00000 00124 00192 00403 00000 00000 00000 00000 00000 00000
2017-11-23 10:20:45   8.274 00000 00000 00000 00000 00062 00000 00124 00192 00403 00000 00000 00000 00000 00000 00000
2017-11-23 10:21:00   8.278 00000 00000 00000 00000 00063 00000 00124 00192 00402 00000 00000 00000 00000 00000 00000
2017-11-23 10:21:15   8.282 00000 00000 00000 00000 00062 00000 00120 00200 00396 00000 00000 00000 00000 00000 00000
2017-11-23 10:21:30   8.286 00000 00000 00000 00000 00060 00000 00120 00192 00390 00000 00000 00000 00000 00000 00000
2017-11-23 10:21:45   8.290 00000 00000 00000 00000 00060 00000 00120 00192 00390 00000 00000 00000 00000 00000 00000
2017-11-23 10:22:00   8.294 00000 00000 00000 00000 00060 00000 00120 00192 00390 00000 00000 00000 00000 00000 00000
2017-11-23 10:22:15   8.299 00000 00000 00000 00000 00060 00000 00120 00192 00390 00000 00000 00000 00000 00000 00000
2017-11-23 10:22:30   8.303 00000 00000 00000 00000 00058 00000 00116 00208 00377 00000 00000 00000 00000 00000 00000
2017-11-23 10:22:45   8.307 00000 00000 00000 00000 00059 00000 00116 00192 00376 00000 00000 00000 00000 00000 00000
2017-11-23 10:23:00   8.311 00000 00000 00000 00000 00058 00000 00116 00192 00377 00000 00000 00000 00000 00000 00000
2017-11-23 10:23:15   8.315 00000 00000 00000 00000 00064 00000 00116 00192 00371 00000 00000 00000 00000 00000 00000
2017-11-23 10:23:30   8.319 00000 00000 00000 00000 00059 00000 00112 00200 00369 00000 00000 00000 00000 00000 00000
2017-11-23 10:23:45   8.324 00000 00000 00000 00000 00056 00000 00112 00192 00364 00000 00000 00000 00000 00000 00000
2017-11-23 10:24:00   8.328 00000 00000 00000 00000 00056 00000 00112 00192 00364 00000 00000 00000 00000 00000 00000
2017-11-23 10:24:15   8.332 00000 00000 00000 00000 00056 00000 00112 00192 00364 00000 00000 00000 00000 00000 00000
2017-11-23 10:24:30   8.336 00000 00000 00000 00000 00054 00000 00108 00208 00351 00000 00000 00000 00000 00000 00000
2017-11-23 10:24:45   8.340 00000 00000 00000 00000 00078 00000 00108 00192 00327 00000 00000 00000 00000 00000 00000
2017-11-23 10:25:00   8.344 00000 00000 00000 00000 00078 00000 00108 00192 00327 00000 00000 00000 00000 00000 00000
2017-11-23 10:25:15   8.349 00000 00000 00000 00000 00078 00000 00108 00192 00327 00000 00000 00000 00000 00000 00000
2017-11-23 10:25:30   8.353 00000 00000 00000 00000 00078 00000 00108 00192 00327 00000 00000 00000 00000 00000 00000
2017-11-23 10:25:45   8.357 00000 00000 00000 00000 00076 00000 00104 00208 00314 00000 00000 00000 00000 00000 00000
2017-11-23 10:26:00   8.361 00000 00000 00000 00000 00054 00000 00104 00192 00336 00000 00000 00000 00000 00000 00000
