Time Stamp          EXEC TI BUSFR BUSHR BUSDH BUSSD IDLFR IDLHR IDLSD BLTSL GPRST BUDTF BUDTH IDDTH DAPSI BUSDF BUDF8
2017-11-23 05:40:30   3.603 00000 00000 00000 00000 00279 00000 00288 00128 00801 00000 00000 00000 00000 00000 00000
2017-11-23 05:40:45   3.607 00000 00000 00000 00000 00271 00000 00288 00128 00809 00000 00000 00000 00000 00000 00000
2017-11-23 05:41:00   3.611 00000 00000 00000 00000 00252 00000 00288 00128 00828 00000 00000 00000 00000 00000 00000
2017-11-23 05:41:15   3.615 00000 00000 00000 00000 00252 00000 00288 00128 00828 00000 00000 00000 00000 00000 00000
2017-11-23 05:41:30   3.619 00000 00000 00000 00000 00246 00000 00288 00128 00834 00000 00000 00000 00000 00000 00000
2017-11-23 05:41:45   3.624 00000 00000 00000 00000 00260 00000 00288 00128 00820 00000 00000 00000 00000 00000 00000
2017-11-23 05:42:00   3.628 00000 00000 00000 00000 00246 00000 00288 00128 00834 00000 00000 00000 00000 00000 00000
2017-11-23 05:42:15   3.632 00000 00000 00000 00000 00214 00000 00288 00128 00866 00000 00000 00000 00000 00000 00000
2017-11-23 05:42:30   3.636 00000 00000 00000 00000 00211 00000 00288 00128 00869 00000 00000 00000 00000 00000 00000
2017-11-23 05:42:45   3.640 00000 00000 00000 00000 00190 00000 00288 00128 00890 00000 00000 00000 00000 00000 00000
2017-11-23 05:43:00   3.644 00000 00000 00000 00000 00272 00000 00288 00128 00808 00000 00000 00000 00000 00000 00000
2017-11-23 05:43:15   3.649 00000 00000 00000 00000 00348 00000 00288 00128 00732 00000 00000 00000 00000 00000 00000
2017-11-23 05:43:30   3.653 00000 00000 00000 00000 00354 00000 00288 00128 00726 00000 00000 00000 00000 00000 00000
2017-11-23 05:43:45   3.657 00000 00000 00000 00000 00354 00000 00288 00128 00726 00000 00000 00000 00000 00000 00000
2017-11-23 05:44:00   3.661 00000 00000 00000 00000 00315 00000 00288 00128 00765 00000 00000 00000 00000 00000 00000
2017-11-23 05:44:15   3.665 00000 00000 00000 00000 00282 00000 00288 00128 00798 00000 00000 00000 00000 00000 00000
2017-11-23 05:44:30   3.669 00000 00000 00000 00000 00242 00000 00288 00128 00838 00000 00000 00000 00000 00000 00000
2017-11-23 05:44:45   3.674 00000 00000 00000 00000 00229 00000 00288 00128 00851 00000 00000 00000 00000 00000 00000
2017-11-23 05:45:00   3.678 00000 00000 00000 00000 00180 00000 00288 00128 00900 00000 00000 00000 00000 00000 00000
2017-11-23 05:45:15   3.682 00000 00000 00000 00000 00193 00000 00288 00128 00887 00000 00000 00000 00000 00000 00000
2017-11-23 05:45:30   3.686 00000 00000 00000 00000 00178 00000 00288 00128 00902 00000 00000 00000 00000 00000 00000
2017-11-23 05:45:45   3.690 00000 00000 00000 00000 00177 00000 00288 00128 00903 00000 00000 00000 00000 00000 00000
2017-11-23 05:46:00   3.694 00000 00000 00000 00000 00165 00000 00288 00128 00915 00000 00000 00000 00000 00000 00000
2017-11-23 05:46:15   3.699 00000 00000 00000 00000 00168 00000 00288 00128 00912 00000 00000 00000 00000 00000 00000
2017-11-23 05:46:30   3.703 00000 00000 00000 00000 00176 00000 00288 00128 00904 00000 00000 00000 00000 00000 00000
2017-11-23 05:46:45   3.707 00000 00000 00000 00000 00150 00000 00288 00128 00930 00000 00000 00000 00000 00000 00000
2017-11-23 05:47:00   3.711 00000 00000 00000 00000 00196 00000 00288 00128 00884 00000 00000 00000 00000 00000 00000
2017-11-23 05:47:15   3.715 00000 00000 00000 00000 00168 00000 00288 00128 00912 00000 00000 00000 00000 00000 00000
2017-11-23 05:47:30   3.719 00000 00000 00000 00000 00150 00000 00288 00128 00930 00000 00000 00000 00000 00000 00000
2017-11-23 05:47:45   3.724 00000 00000 00000 00000 00235 00000 00288 00128 00845 00000 00000 00000 00000 00000 00000
2017-11-23 05:48:00   3.728 00000 00000 00000 00000 00258 00000 00288 00128 00822 00000 00000 00000 00000 00000 00000
2017-11-23 05:48:15   3.732 00000 00000 00000 00000 00336 00000 00288 00128 00744 00000 00000 00000 00000 00000 00000
2017-11-23 05:48:30   3.736 00000 00000 00000 00000 00346 00000 00288 00128 00734 00000 00000 00000 00000 00000 00000
2017-11-23 05:48:45   3.740 00000 00000 00000 00000 00336 00000 00288 00128 00744 00000 00000 00000 00000 00000 00000
2017-11-23 05:49:00   3.744 00000 00000 00000 00000 00327 00000 00288 00128 00753 00000 00000 00000 00000 00000 00000
2017-11-23 05:49:15   3.749 00000 00000 00000 00000 00298 00000 00288 00128 00782 00000 00000 00000 00000 00000 00000
2017-11-23 05:49:30   3.753 00000 00000 00000 00000 00257 00000 00288 00128 00823 00000 00000 00000 00000 00000 00000
2017-11-23 05:49:45   3.757 00000 00000 00000 00000 00216 00000 00288 00128 00864 00000 00000 00000 00000 00000 00000
2017-11-23 05:50:00   3.761 00000 00000 00000 00000 00247 00000 00288 00128 00833 00000 00000 00000 00000 00000 00000
2017-11-23 05:50:15   3.765 00000 00000 00000 00000 00160 00000 00288 00128 00920 00000 00000 00000 00000 00000 00000
2017-11-23 05:50:30   3.769 00000 00000 00000 00000 00218 00000 00288 00128 00862 00000 00000 00000 00000 00000 00000
2017-11-23 05:50:45   3.774 00000 00000 00000 00000 00156 00000 00288 00128 00924 00000 00000 00000 00000 00000 00000
2017-11-23 05:51:00   3.778 00000 00000 00000 00000 00152 00000 00288 00128 00928 00000 00000 00000 00000 00000 00000
2017-11-23 05:51:15   3.782 00000 00000 00000 00000 00152 00000 00288 00128 00928 00000 00000 00000 00000 00000 00000
2017-11-23 05:51:30   3.786 00000 00000 00000 00000 00200 00000 00288 00128 00880 00000 00000 00000 00000 00000 00000
2017-11-23 05:51:45   3.790 00000 00000 00000 00000 00258 00000 00288 00128 00822 00000 00000 00000 00000 00000 00000
2017-11-23 05:52:00   3.794 00000 00000 00000 00000 00282 00000 00288 00128 00798 00000 00000 00000 00000 00000 00000
2017-11-23 05:52:15   3.799 00000 00000 00000 00000 00312 00000 00288 00128 00768 00000 00000 00000 00000 00000 00000
2017-11-23 05:52:30   3.803 00000 00000 00000 00000 00326 00000 00288 00128 00754 00000 00000 00000 00000 00000 00000
2017-11-23 05:52:45   3.807 00000 00000 00000 00000 00356 00000 00288 00128 00724 00000 00000 00000 00000 00000 00000
2017-11-23 05:53:00   3.811 00000 00000 00000 00000 00285 00000 00288 00128 00795 00000 00000 00000 00000 00000 00000
2017-11-23 05:53:15   3.815 00000 00000 00000 00000 00250 00000 00288 00128 00830 00000 00000 00000 00000 00000 00000
2017-11-23 05:53:30   3.819 00000 00000 00000 00000 00234 00000 00288 00128 00846 00000 00000 00000 00000 00000 00000
2017-11-23 05:53:45   3.824 00000 00000 00000 00000 00220 00000 00288 00128 00860 00000 00000 00000 00000 00000 00000
2017-11-23 05:54:00   3.828 00000 00000 00000 00000 00206 00000 00288 00128 00874 00000 00000 00000 00000 00000 00000
2017-11-23 05:54:15   3.832 00000 00000 00000 00000 00193 00000 00288 00128 00887 00000 00000 00000 00000 00000 00000
2017-11-23 05:54:30   3.836 00000 00000 00000 00000 00210 00000 00288 00128 00870 00000 00000 00000 00000 00000 00000
2017-11-23 05:54:45   3.840 00000 00000 00000 00000 00175 00000 00288 00128 00905 00000 00000 00000 00000 00000 00000
2017-11-23 05:55:00   3.844 00000 00000 00000 00000 00190 00000 00288 00128 00890 00000 00000 00000 00000 00000 00000
2017-11-23 05:55:15   3.849 00000 00000 00000 00000 00180 00000 00288 00128 00900 00000 00000 00000 00000 00000 00000
2017-11-23 05:55:30   3.853 00000 00000 00000 00000 00188 00000 00288 00128 00892 00000 00000 00000 00000 00000 00000
2017-11-23 05:55:45   3.857 00000 00000 00000 00000 00190 00000 00288 00128 00890 00000 00000 00000 00000 00000 00000
2017-11-23 05:56:00   3.861 00000 00000 00000 00000 00162 00000 00288 00128 00918 00000 00000 00000 00000 00000 00000
2017-11-23 05:56:15   3.865 00000 00000 00000 00000 00198 00000 00288 00128 00882 00000 00000 00000 00000 00000 00000
2017-11-23 05:56:30   3.869 00000 00000 00000 00000 00270 00000 00288 00128 00810 00000 00000 00000 00000 00000 00000
2017-11-23 05:56:45   3.874 00000 00000 00000 00000 00306 00000 00288 00128 00774 00000 00000 00000 00000 00000 00000
2017-11-23 05:57:00   3.878 00000 00000 00000 00000 00318 00000 00288 00128 00762 00000 00000 00000 00000 00000 00000
2017-11-23 05:57:15   3.882 00000 00000 00000 00000 00350 00000 00288 00128 00730 00000 00000 00000 00000 00000 00000
2017-11-23 05:57:30   3.886 00000 00000 00000 00000 00316 00000 00288 00128 00764 00000 00000 00000 00000 00000 00000
2017-11-23 05:57:45   3.890 00000 00000 00000 00000 00258 00000 00288 00128 00822 00000 00000 00000 00000 00000 00000
2017-11-23 05:58:00   3.894 00000 00000 00000 00000 00238 00000 00288 00128 00842 00000 00000 00000 00000 00000 00000
2017-11-23 05:58:15   3.899 00000 00000 00000 00000 00216 00000 00288 00128 00864 00000 00000 00000 00000 00000 00000
2017-11-23 05:58:30   3.903 00000 00000 00000 00000 00180 00000 00288 00128 00900 00000 00000 00000 00000 00000 00000
2017-11-23 05:58:45   3.907 00000 00000 00000 00000 00191 00000 00288 00128 00889 00000 00000 00000 00000 00000 00000
2017-11-23 05:59:00   3.911 00000 00000 00000 00000 00188 00000 00288 00128 00892 00000 00000 00000 00000 00000 00000
2017-11-23 05:59:15   3.915 00000 00000 00000 00000 00198 00000 00288 00128 00882 00000 00000 00000 00000 00000 00000
2017-11-23 05:59:30   3.919 00000 00000 00000 00000 00194 00000 00288 00128 00886 00000 00000 00000 00000 00000 00000
2017-11-23 05:59:45   3.924 00000 00000 00000 00000 00182 00000 00288 00128 00898 00000 00000 00000 00000 00000 00000
2017-11-23 06:00:00   3.928 00000 00000 00000 00000 00164 00000 00288 00128 00916 00000 00000 00000 00000 00000 00000
2017-11-23 06:00:15   3.932 00000 00000 00000 00000 00160 00000 00288 00128 00920 00000 00000 00000 00000 00000 00000
2017-11-23 06:00:30   3.936 00000 00000 00000 00000 00172 00000 00288 00128 00908 00000 00000 00000 00000 00000 00000
2017-11-23 06:00:45   3.940 00000 00000 00000 00000 00166 00000 00288 00128 00914 00000 00000 00000 00000 00000 00000
2017-11-23 06:01:00   3.944 00000 00000 00000 00000 00191 00000 00288 00128 00889 00000 00000 00000 00000 00000 00000
2017-11-23 06:01:15   3.949 00000 00000 00000 00000 00300 00000 00288 00128 00780 00000 00000 00000 00000 00000 00000
2017-11-23 06:01:30   3.953 00000 00000 00000 00000 00348 00000 00288 00128 00732 00000 00000 00000 00000 00000 00000
2017-11-23 06:01:45   3.957 00000 00000 00000 00000 00378 00000 00288 00128 00702 00000 00000 00000 00000 00000 00000
2017-11-23 06:02:00   3.961 00000 00000 00000 00000 00374 00000 00288 00128 00706 00000 00000 00000 00000 00000 00000
2017-11-23 06:02:15   3.965 00000 00000 00000 00000 00341 00000 00288 00128 00739 00000 00000 00000 00000 00000 00000
2017-11-23 06:02:30   3.969 00000 00000 00000 00000 00286 00000 00288 00128 00794 00000 00000 00000 00000 00000 00000
2017-11-23 06:02:45   3.974 00000 00000 00000 00000 00233 00000 00288 00128 00847 00000 00000 00000 00000 00000 00000
2017-11-23 06:03:00   3.978 00000 00000 00000 00000 00194 00000 00288 00128 00886 00000 00000 00000 00000 00000 00000
2017-11-23 06:03:15   3.982 00000 00000 00000 00000 00202 00000 00288 00128 00878 00000 00000 00000 00000 00000 00000
2017-11-23 06:03:30   3.986 00000 00000 00000 00000 00196 00000 00288 00128 00884 00000 00000 00000 00000 00000 00000
2017-11-23 06:03:45   3.990 00000 00000 00000 00000 00209 00000 00288 00128 00871 00000 00000 00000 00000 00000 00000
2017-11-23 06:04:00   3.994 00000 00000 00000 00000 00171 00000 00288 00128 00909 00000 00000 00000 00000 00000 00000
2017-11-23 06:04:15   3.999 00000 00000 00000 00000 00168 00000 00288 00128 00912 00000 00000 00000 00000 00000 00000
2017-11-23 06:04:30   4.003 00000 00000 00000 00000 00164 00000 00288 00128 00916 00000 00000 00000 00000 00000 00000
2017-11-23 06:04:45   4.007 00000 00000 00000 00000 00179 00000 00288 00128 00901 00000 00000 00000 00000 00000 00000
2017-11-23 06:05:00   4.011 00000 00000 00000 00000 00211 00000 00288 00128 00869 00000 00000 00000 00000 00000 00000
2017-11-23 06:05:15   4.015 00000 00000 00000 00000 00217 00000 00288 00128 00863 00000 00000 00000 00000 00000 00000
2017-11-23 06:05:30   4.019 00000 00000 00000 00000 00218 00000 00288 00128 00862 00000 00000 00000 00000 00000 00000
2017-11-23 06:05:45   4.024 00000 00000 00000 00000 00242 00000 00288 00128 00838 00000 00000 00000 00000 00000 00000
2017-11-23 06:06:00   4.028 00000 00000 00000 00000 00309 00000 00288 00128 00771 00000 00000 00000 00000 00000 00000
2017-11-23 06:06:15   4.032 00000 00000 00000 00000 00315 00000 00288 00128 00765 00000 00000 00000 00000 00000 00000
2017-11-23 06:06:30   4.036 00000 00000 00000 00000 00312 00000 00288 00128 00768 00000 00000 00000 00000 00000 00000
2017-11-23 06:06:45   4.040 00000 00000 00000 00000 00312 00000 00288 00128 00768 00000 00000 00000 00000 00000 00000
2017-11-23 06:07:00   4.044 00000 00000 00000 00000 00285 00000 00288 00128 00795 00000 00000 00000 00000 00000 00000
2017-11-23 06:07:15   4.049 00000 00000 00000 00000 00234 00000 00288 00128 00846 00000 00000 00000 00000 00000 00000
2017-11-23 06:07:30   4.053 00000 00000 00000 00000 00196 00000 00288 00128 00884 00000 00000 00000 00000 00000 00000
2017-11-23 06:07:45   4.057 00000 00000 00000 00000 00177 00000 00288 00128 00903 00000 00000 00000 00000 00000 00000
2017-11-23 06:08:00   4.061 00000 00000 00000 00000 00157 00000 00288 00128 00923 00000 00000 00000 00000 00000 00000
2017-11-23 06:08:15   4.065 00000 00000 00000 00000 00170 00000 00288 00128 00910 00000 00000 00000 00000 00000 00000
2017-11-23 06:08:30   4.069 00000 00000 00000 00000 00160 00000 00288 00128 00920 00000 00000 00000 00000 00000 00000
2017-11-23 06:08:45   4.074 00000 00000 00000 00000 00208 00000 00288 00128 00872 00000 00000 00000 00000 00000 00000
2017-11-23 06:09:00   4.078 00000 00000 00000 00000 00190 00000 00288 00128 00890 00000 00000 00000 00000 00000 00000
2017-11-23 06:09:15   4.082 00000 00000 00000 00000 00204 00000 00288 00128 00876 00000 00000 00000 00000 00000 00000
2017-11-23 06:09:30   4.086 00000 00000 00000 00000 00222 00000 00288 00128 00858 00000 00000 00000 00000 00000 00000
2017-11-23 06:09:45   4.090 00000 00000 00000 00000 00228 00000 00288 00128 00852 00000 00000 00000 00000 00000 00000
2017-11-23 06:10:00   4.094 00000 00000 00000 00000 00252 00000 00288 00128 00828 00000 00000 00000 00000 00000 00000
2017-11-23 06:10:15   4.099 00000 00000 00000 00000 00247 00000 00288 00128 00833 00000 00000 00000 00000 00000 00000
2017-11-23 06:10:30   4.103 00000 00000 00000 00000 00324 00000 00288 00128 00756 00000 00000 00000 00000 00000 00000
2017-11-23 06:10:45   4.107 00000 00000 00000 00000 00336 00000 00288 00128 00744 00000 00000 00000 00000 00000 00000
2017-11-23 06:11:00   4.111 00000 00000 00000 00000 00290 00000 00288 00128 00790 00000 00000 00000 00000 00000 00000
2017-11-23 06:11:15   4.115 00000 00000 00000 00000 00265 00000 00288 00128 00815 00000 00000 00000 00000 00000 00000
2017-11-23 06:11:30   4.119 00000 00000 00000 00000 00279 00000 00288 00128 00801 00000 00000 00000 00000 00000 00000
2017-11-23 06:11:45   4.124 00000 00000 00000 00000 00240 00000 00288 00128 00840 00000 00000 00000 00000 00000 00000
2017-11-23 06:12:00   4.128 00000 00000 00000 00000 00194 00000 00288 00128 00886 00000 00000 00000 00000 00000 00000
2017-11-23 06:12:15   4.132 00000 00000 00000 00000 00192 00000 00288 00128 00888 00000 00000 00000 00000 00000 00000
2017-11-23 06:12:30   4.136 00000 00000 00000 00000 00184 00000 00288 00128 00896 00000 00000 00000 00000 00000 00000
2017-11-23 06:12:45   4.140 00000 00000 00000 00000 00200 00000 00288 00128 00880 00000 00000 00000 00000 00000 00000
2017-11-23 06:13:00   4.144 00000 00000 00000 00000 00162 00000 00288 00128 00918 00000 00000 00000 00000 00000 00000
2017-11-23 06:13:15   4.149 00000 00000 00000 00000 00202 00000 00288 00128 00878 00000 00000 00000 00000 00000 00000
2017-11-23 06:13:30   4.153 00000 00000 00000 00000 00167 00000 00288 00128 00913 00000 00000 00000 00000 00000 00000
2017-11-23 06:13:45   4.157 00000 00000 00000 00000 00200 00000 00288 00128 00880 00000 00000 00000 00000 00000 00000
2017-11-23 06:14:00   4.161 00000 00000 00000 00000 00168 00000 00288 00128 00912 00000 00000 00000 00000 00000 00000
2017-11-23 06:14:15   4.165 00000 00000 00000 00000 00210 00000 00288 00128 00870 00000 00000 00000 00000 00000 00000
2017-11-23 06:14:30   4.169 00000 00000 00000 00000 00222 00000 00288 00128 00858 00000 00000 00000 00000 00000 00000
2017-11-23 06:14:45   4.174 00000 00000 00000 00000 00264 00000 00288 00128 00816 00000 00000 00000 00000 00000 00000
2017-11-23 06:15:00   4.178 00000 00000 00000 00000 00320 00000 00288 00128 00760 00000 00000 00000 00000 00000 00000
2017-11-23 06:15:15   4.182 00000 00000 00000 00000 00337 00000 00288 00128 00743 00000 00000 00000 00000 00000 00000
2017-11-23 06:15:30   4.186 00000 00000 00000 00000 00316 00000 00288 00128 00764 00000 00000 00000 00000 00000 00000
2017-11-23 06:15:45   4.190 00000 00000 00000 00000 00301 00000 00288 00128 00779 00000 00000 00000 00000 00000 00000
2017-11-23 06:16:00   4.194 00000 00000 00000 00000 00273 00000 00288 00128 00807 00000 00000 00000 00000 00000 00000
2017-11-23 06:16:15   4.199 00000 00000 00000 00000 00228 00000 00288 00128 00852 00000 00000 00000 00000 00000 00000
2017-11-23 06:16:30   4.203 00000 00000 00000 00000 00202 00000 00288 00128 00878 00000 00000 00000 00000 00000 00000
2017-11-23 06:16:45   4.207 00000 00000 00000 00000 00186 00000 00288 00128 00894 00000 00000 00000 00000 00000 00000
2017-11-23 06:17:00   4.211 00000 00000 00000 00000 00187 00000 00288 00128 00893 00000 00000 00000 00000 00000 00000
2017-11-23 06:17:15   4.215 00000 00000 00000 00000 00176 00000 00288 00128 00904 00000 00000 00000 00000 00000 00000
2017-11-23 06:17:30   4.219 00000 00000 00000 00000 00178 00000 00288 00128 00902 00000 00000 00000 00000 00000 00000
2017-11-23 06:17:45   4.224 00000 00000 00000 00000 00213 00000 00288 00128 00867 00000 00000 00000 00000 00000 00000
2017-11-23 06:18:00   4.228 00000 00000 00000 00000 00168 00000 00288 00128 00912 00000 00000 00000 00000 00000 00000
2017-11-23 06:18:15   4.232 00000 00000 00000 00000 00176 00000 00288 00128 00904 00000 00000 00000 00000 00000 00000
2017-11-23 06:18:30   4.236 00000 00000 00000 00000 00180 00000 00288 00128 00900 00000 00000 00000 00000 00000 00000
2017-11-23 06:18:45   4.240 00000 00000 00000 00000 00202 00000 00288 00128 00878 00000 00000 00000 00000 00000 00000
2017-11-23 06:19:00   4.244 00000 00000 00000 00000 00260 00000 00288 00128 00820 00000 00000 00000 00000 00000 00000
2017-11-23 06:19:15   4.249 00000 00000 00000 00000 00318 00000 00288 00128 00762 00000 00000 00000 00000 00000 00000
2017-11-23 06:19:30   4.253 00000 00000 00000 00000 00408 00000 00288 00128 00672 00000 00000 00000 00000 00000 00000
2017-11-23 06:19:45   4.257 00000 00000 00000 00000 00408 00000 00288 00128 00672 00000 00000 00000 00000 00000 00000
2017-11-23 06:20:00   4.261 00000 00000 00000 00000 00315 00000 00288 00128 00765 00000 00000 00000 00000 00000 00000
2017-11-23 06:20:15   4.265 00000 00000 00000 00000 00272 00000 00288 00128 00808 00000 00000 00000 00000 00000 00000
2017-11-23 06:20:30   4.269 00000 00000 00000 00000 00236 00000 00288 00128 00844 00000 00000 00000 00000 00000 00000
2017-11-23 06:20:45   4.274 00000 00000 00000 00000 00201 00000 00288 00128 00879 00000 00000 00000 00000 00000 00000
2017-11-23 06:21:00   4.278 00000 00000 00000 00000 00193 00000 00288 00128 00887 00000 00000 00000 00000 00000 00000
2017-11-23 06:21:15   4.282 00000 00000 00000 00000 00207 00000 00288 00128 00873 00000 00000 00000 00000 00000 00000
2017-11-23 06:21:30   4.286 00000 00000 00000 00000 00203 00000 00288 00128 00877 00000 00000 00000 00000 00000 00000
2017-11-23 06:21:45   4.290 00000 00000 00000 00000 00202 00000 00288 00128 00878 00000 00000 00000 00000 00000 00000
2017-11-23 06:22:00   4.294 00000 00000 00000 00000 00176 00000 00288 00128 00904 00000 00000 00000 00000 00000 00000
2017-11-23 06:22:15   4.299 00000 00000 00000 00000 00166 00000 00288 00128 00914 00000 00000 00000 00000 00000 00000
2017-11-23 06:22:30   4.303 00000 00000 00000 00000 00182 00000 00288 00128 00898 00000 00000 00000 00000 00000 00000
2017-11-23 06:22:45   4.307 00000 00000 00000 00000 00188 00000 00288 00128 00892 00000 00000 00000 00000 00000 00000
2017-11-23 06:23:00   4.311 00000 00000 00000 00000 00192 00000 00288 00128 00888 00000 00000 00000 00000 00000 00000
2017-11-23 06:23:15   4.315 00000 00000 00000 00000 00192 00000 00288 00128 00888 00000 00000 00000 00000 00000 00000
2017-11-23 06:23:30   4.319 00000 00000 00000 00000 00270 00000 00288 00128 00810 00000 00000 00000 00000 00000 00000
2017-11-23 06:23:45   4.324 00000 00000 00000 00000 00312 00000 00288 00128 00768 00000 00000 00000 00000 00000 00000
2017-11-23 06:24:00   4.328 00000 00000 00000 00000 00360 00000 00288 00128 00720 00000 00000 00000 00000 00000 00000
2017-11-23 06:24:15   4.332 00000 00000 00000 00000 00340 00000 00288 00128 00740 00000 00000 00000 00000 00000 00000
2017-11-23 06:24:30   4.336 00000 00000 00000 00000 00323 00000 00288 00128 00757 00000 00000 00000 00000 00000 00000
2017-11-23 06:24:45   4.340 00000 00000 00000 00000 00266 00000 00288 00128 00814 00000 00000 00000 00000 00000 00000
2017-11-23 06:25:00   4.344 00000 00000 00000 00000 00250 00000 00288 00128 00830 00000 00000 00000 00000 00000 00000
2017-11-23 06:25:15   4.349 00000 00000 00000 00000 00205 00000 00288 00128 00875 00000 00000 00000 00000 00000 00000
2017-11-23 06:25:30   4.353 00000 00000 00000 00000 00189 00000 00288 00128 00891 00000 00000 00000 00000 00000 00000
2017-11-23 06:25:45   4.357 00000 00000 00000 00000 00204 00000 00288 00128 00876 00000 00000 00000 00000 00000 00000
2017-11-23 06:26:00   4.361 00000 00000 00000 00000 00188 00000 00288 00128 00892 00000 00000 00000 00000 00000 00000
2017-11-23 06:26:15   4.365 00000 00000 00000 00000 00186 00000 00288 00128 00894 00000 00000 00000 00000 00000 00000
2017-11-23 06:26:30   4.369 00000 00000 00000 00000 00182 00000 00288 00128 00898 00000 00000 00000 00000 00000 00000
2017-11-23 06:26:45   4.374 00000 00000 00000 00000 00193 00000 00288 00128 00887 00000 00000 00000 00000 00000 00000
2017-11-23 06:27:00   4.378 00000 00000 00000 00000 00180 00000 00288 00128 00900 00000 00000 00000 00000 00000 00000
2017-11-23 06:27:15   4.382 00000 00000 00000 00000 00186 00000 00288 00128 00894 00000 00000 00000 00000 00000 00000
2017-11-23 06:27:30   4.386 00000 00000 00000 00000 00175 00000 00288 00128 00905 00000 00000 00000 00000 00000 00000
2017-11-23 06:27:45   4.390 00000 00000 00000 00000 00174 00000 00288 00128 00906 00000 00000 00000 00000 00000 00000
2017-11-23 06:28:00   4.394 00000 00000 00000 00000 00186 00000 00288 00128 00894 00000 00000 00000 00000 00000 00000
2017-11-23 06:28:15   4.399 00000 00000 00000 00000 00312 00000 00288 00128 00768 00000 00000 00000 00000 00000 00000
2017-11-23 06:28:30   4.403 00000 00000 00000 00000 00330 00000 00288 00128 00750 00000 00000 00000 00000 00000 00000
2017-11-23 06:28:45   4.407 00000 00000 00000 00000 00322 00000 00288 00128 00758 00000 00000 00000 00000 00000 00000
2017-11-23 06:29:00   4.411 00000 00000 00000 00000 00320 00000 00288 00128 00760 00000 00000 00000 00000 00000 00000
2017-11-23 06:29:15   4.415 00000 00000 00000 00000 00296 00000 00288 00128 00784 00000 00000 00000 00000 00000 00000
2017-11-23 06:29:30   4.419 00000 00000 00000 00000 00228 00000 00288 00128 00852 00000 00000 00000 00000 00000 00000
2017-11-23 06:29:45   4.424 00000 00000 00000 00000 00203 00000 00288 00128 00877 00000 00000 00000 00000 00000 00000
2017-11-23 06:30:00   4.428 00000 00000 00000 00000 00196 00000 00288 00128 00884 00000 00000 00000 00000 00000 00000
2017-11-23 06:30:15   4.432 00000 00000 00000 00000 00172 00000 00288 00128 00908 00000 00000 00000 00000 00000 00000
2017-11-23 06:30:30   4.436 00000 00000 00000 00000 00170 00000 00288 00128 00910 00000 00000 00000 00000 00000 00000
2017-11-23 06:30:45   4.440 00000 00000 00000 00000 00170 00000 00288 00128 00910 00000 00000 00000 00000 00000 00000
2017-11-23 06:31:00   4.444 00000 00000 00000 00000 00180 00000 00288 00128 00900 00000 00000 00000 00000 00000 00000
2017-11-23 06:31:15   4.449 00000 00000 00000 00000 00168 00000 00288 00128 00912 00000 00000 00000 00000 00000 00000
2017-11-23 06:31:30   4.453 00000 00000 00000 00000 00162 00000 00288 00128 00918 00000 00000 00000 00000 00000 00000
2017-11-23 06:31:45   4.457 00000 00000 00000 00000 00156 00000 00288 00128 00924 00000 00000 00000 00000 00000 00000
2017-11-23 06:32:00   4.461 00000 00000 00000 00000 00211 00000 00288 00128 00869 00000 00000 00000 00000 00000 00000
2017-11-23 06:32:15   4.465 00000 00000 00000 00000 00185 00000 00288 00128 00895 00000 00000 00000 00000 00000 00000
2017-11-23 06:32:30   4.469 00000 00000 00000 00000 00219 00000 00288 00128 00861 00000 00000 00000 00000 00000 00000
2017-11-23 06:32:45   4.474 00000 00000 00000 00000 00246 00000 00288 00128 00834 00000 00000 00000 00000 00000 00000
2017-11-23 06:33:00   4.478 00000 00000 00000 00000 00270 00000 00288 00128 00810 00000 00000 00000 00000 00000 00000
2017-11-23 06:33:15   4.482 00000 00000 00000 00000 00280 00000 00288 00128 00800 00000 00000 00000 00000 00000 00000
2017-11-23 06:33:30   4.486 00000 00000 00000 00000 00258 00000 00288 00128 00822 00000 00000 00000 00000 00000 00000
2017-11-23 06:33:45   4.490 00000 00000 00000 00000 00228 00000 00288 00128 00852 00000 00000 00000 00000 00000 00000
2017-11-23 06:34:00   4.494 00000 00000 00000 00000 00222 00000 00288 00128 00858 00000 00000 00000 00000 00000 00000
2017-11-23 06:34:15   4.499 00000 00000 00000 00000 00218 00000 00288 00128 00862 00000 00000 00000 00000 00000 00000
2017-11-23 06:34:30   4.503 00000 00000 00000 00000 00224 00000 00288 00128 00856 00000 00000 00000 00000 00000 00000
2017-11-23 06:34:45   4.507 00000 00000 00000 00000 00192 00000 00288 00128 00888 00000 00000 00000 00000 00000 00000
2017-11-23 06:35:00   4.511 00000 00000 00000 00000 00223 00000 00288 00128 00857 00000 00000 00000 00000 00000 00000
2017-11-23 06:35:15   4.515 00000 00000 00000 00000 00240 00000 00288 00128 00840 00000 00000 00000 00000 00000 00000
2017-11-23 06:35:30   4.519 00000 00000 00000 00000 00234 00000 00288 00128 00846 00000 00000 00000 00000 00000 00000
2017-11-23 06:35:45   4.524 00000 00000 00000 00000 00241 00000 00288 00128 00839 00000 00000 00000 00000 00000 00000
2017-11-23 06:36:00   4.528 00000 00000 00000 00000 00252 00000 00288 00128 00828 00000 00000 00000 00000 00000 00000
2017-11-23 06:36:15   4.532 00000 00000 00000 00000 00256 00000 00288 00128 00824 00000 00000 00000 00000 00000 00000
