2017-11-23 	03:14:00 	  		Not Crossed
2017-11-23 	03:14:15 	  		Not Crossed
2017-11-23 	03:14:30 	  		Not Crossed
2017-11-23 	03:14:45 	  		Not Crossed
2017-11-23 	03:15:00 	  		Not Crossed
2017-11-23 	03:15:15 	  		Not Crossed
2017-11-23 	03:15:30 	  		Not Crossed
2017-11-23 	03:15:45 	  		Not Crossed
2017-11-23 	03:16:00 	  		Not Crossed
2017-11-23 	03:16:15 	  		Not Crossed
2017-11-23 	03:16:30 	  		Not Crossed
2017-11-23 	03:16:45 	  		Not Crossed
2017-11-23 	03:17:00 	  		Not Crossed
2017-11-23 	03:17:15 	  		Not Crossed
2017-11-23 	03:17:30 	  		Not Crossed
2017-11-23 	03:17:45 	  		Not Crossed
2017-11-23 	03:18:00 	  		Not Crossed
2017-11-23 	03:18:15 	  		Not Crossed
2017-11-23 	03:18:30 	  		Not Crossed
2017-11-23 	03:18:45 	  		Not Crossed
2017-11-23 	03:19:00 	  		Not Crossed
2017-11-23 	03:19:15 	  		Not Crossed
2017-11-23 	03:19:30 	  		Not Crossed
2017-11-23 	03:19:45 	  		Not Crossed
2017-11-23 	03:20:00 	  		Not Crossed
2017-11-23 	03:20:15 	  		Not Crossed
2017-11-23 	03:20:30 	  		Not Crossed
2017-11-23 	03:20:45 	  		Not Crossed
2017-11-23 	03:21:00 	  		Not Crossed
2017-11-23 	03:21:15 	  		Not Crossed
2017-11-23 	03:21:30 	  		Not Crossed
2017-11-23 	03:21:45 	  		Not Crossed
2017-11-23 	03:22:00 	  		Not Crossed
2017-11-23 	03:22:15 	  		Not Crossed
2017-11-23 	03:22:30 	  		Not Crossed
2017-11-23 	03:22:45 	  		Not Crossed
2017-11-23 	03:23:00 	  		Not Crossed
2017-11-23 	03:23:15 	  		Not Crossed
2017-11-23 	03:23:30 	  		Not Crossed
2017-11-23 	03:23:45 	  		Not Crossed
2017-11-23 	03:24:00 	  		Not Crossed
2017-11-23 	03:24:15 	  		Not Crossed
2017-11-23 	03:24:30 	  		Not Crossed
2017-11-23 	03:24:45 	  		Not Crossed
2017-11-23 	03:25:00 	  		Not Crossed
2017-11-23 	03:25:15 	  		Not Crossed
2017-11-23 	03:25:30 	  		Not Crossed
2017-11-23 	03:25:45 	  		Not Crossed
2017-11-23 	03:26:00 	  		Not Crossed
2017-11-23 	03:26:15 	  		Not Crossed
2017-11-23 	03:26:30 	  		Not Crossed
2017-11-23 	03:26:45 	  		Not Crossed
2017-11-23 	03:27:00 	  		Not Crossed
2017-11-23 	03:27:15 	  		Not Crossed
2017-11-23 	03:27:30 	  		Not Crossed
2017-11-23 	03:27:45 	  		Not Crossed
2017-11-23 	03:28:00 	  		Not Crossed
2017-11-23 	03:28:15 	  		Not Crossed
2017-11-23 	03:28:30 	  		Not Crossed
2017-11-23 	03:28:45 	  		Not Crossed
2017-11-23 	03:29:00 	  		Not Crossed
2017-11-23 	03:29:15 	  		Not Crossed
2017-11-23 	03:29:30 	  		Not Crossed
2017-11-23 	03:29:45 	  		Not Crossed
2017-11-23 	03:30:00 	  		Not Crossed
2017-11-23 	03:30:15 	  		Not Crossed
2017-11-23 	03:30:30 	  		Not Crossed
2017-11-23 	03:30:45 	  		Not Crossed
2017-11-23 	03:31:00 	  		Not Crossed
2017-11-23 	03:31:15 	  		Not Crossed
2017-11-23 	03:31:30 	  		Not Crossed
2017-11-23 	03:31:45 	  		Not Crossed
2017-11-23 	03:32:00 	  		Not Crossed
2017-11-23 	03:32:15 	  		Not Crossed
2017-11-23 	03:32:30 	  		Not Crossed
2017-11-23 	03:32:45 	  		Not Crossed
2017-11-23 	03:33:00 	  		Not Crossed
2017-11-23 	03:33:15 	  		Not Crossed
2017-11-23 	03:33:30 	  		Not Crossed
2017-11-23 	03:33:45 	  		Not Crossed
2017-11-23 	03:34:00 	  		Not Crossed
2017-11-23 	03:34:15 	  		Not Crossed
2017-11-23 	03:34:30 	  		Not Crossed
2017-11-23 	03:34:45 	  		Not Crossed
2017-11-23 	03:35:00 	  		Not Crossed
2017-11-23 	03:35:15 	  		Not Crossed
2017-11-23 	03:35:30 	  		Not Crossed
2017-11-23 	03:35:45 	  		Not Crossed
2017-11-23 	03:36:00 	  		Not Crossed
2017-11-23 	03:36:15 	  		Not Crossed
2017-11-23 	03:36:30 	  		Not Crossed
2017-11-23 	03:36:45 	  		Not Crossed
2017-11-23 	03:37:00 	  		Not Crossed
2017-11-23 	03:37:15 	  		Not Crossed
2017-11-23 	03:37:30 	  		Not Crossed
2017-11-23 	03:37:45 	  		Not Crossed
2017-11-23 	03:38:00 	  		Not Crossed
2017-11-23 	03:38:15 	  		Not Crossed
2017-11-23 	03:38:30 	  		Not Crossed
2017-11-23 	03:38:45 	  		Not Crossed
2017-11-23 	03:39:00 	  		Not Crossed
2017-11-23 	03:39:15 	  		Not Crossed
2017-11-23 	03:39:30 	  		Not Crossed
2017-11-23 	03:39:45 	  		Not Crossed
2017-11-23 	03:40:00 	  		Not Crossed
2017-11-23 	03:40:15 	  		Not Crossed
2017-11-23 	03:40:30 	  		Not Crossed
2017-11-23 	03:40:45 	  		Not Crossed
2017-11-23 	03:41:00 	  		Not Crossed
2017-11-23 	03:41:15 	  		Not Crossed
2017-11-23 	03:41:30 	  		Not Crossed
2017-11-23 	03:41:45 	  		Not Crossed
2017-11-23 	03:42:00 	  		Not Crossed
2017-11-23 	03:42:15 	  		Not Crossed
2017-11-23 	03:42:30 	  		Not Crossed
2017-11-23 	03:42:45 	  		Not Crossed
2017-11-23 	03:43:00 	  		Not Crossed
2017-11-23 	03:43:15 	  		Not Crossed
2017-11-23 	03:43:30 	  		Not Crossed
2017-11-23 	03:43:45 	  		Not Crossed
2017-11-23 	03:44:00 	  		Not Crossed
2017-11-23 	03:44:15 	  		Not Crossed
2017-11-23 	03:44:30 	  		Not Crossed
2017-11-23 	03:44:45 	  		Not Crossed
2017-11-23 	03:45:00 	  		Not Crossed
2017-11-23 	03:45:15 	  		Not Crossed
2017-11-23 	03:45:30 	  		Not Crossed
2017-11-23 	03:45:45 	  		Not Crossed
2017-11-23 	03:46:00 	  		Not Crossed
2017-11-23 	03:46:15 	  		Not Crossed
2017-11-23 	03:46:30 	  		Not Crossed
2017-11-23 	03:46:45 	  		Not Crossed
2017-11-23 	03:47:00 	  		Not Crossed
2017-11-23 	03:47:15 	  		Not Crossed
2017-11-23 	03:47:30 	  		Not Crossed
2017-11-23 	03:47:45 	  		Not Crossed
2017-11-23 	03:48:00 	  		Not Crossed
2017-11-23 	03:48:15 	  		Not Crossed
2017-11-23 	03:48:30 	  		Not Crossed
2017-11-23 	03:48:45 	  		Not Crossed
2017-11-23 	03:49:00 	  		Not Crossed
2017-11-23 	03:49:15 	  		Not Crossed
2017-11-23 	03:49:30 	  		Not Crossed
2017-11-23 	03:49:45 	  		Not Crossed
2017-11-23 	03:50:00 	  		Not Crossed
2017-11-23 	03:50:15 	  		Not Crossed
2017-11-23 	03:50:30 	  		Not Crossed
2017-11-23 	03:50:45 	  		Not Crossed
2017-11-23 	03:51:00 	  		Not Crossed
2017-11-23 	03:51:15 	  		Not Crossed
2017-11-23 	03:51:30 	  		Not Crossed
2017-11-23 	03:51:45 	  		Not Crossed
2017-11-23 	03:52:00 	  		Not Crossed
2017-11-23 	03:52:15 	  		Not Crossed
2017-11-23 	03:52:30 	  		Not Crossed
2017-11-23 	03:52:45 	  		Not Crossed
2017-11-23 	03:53:00 	  		Not Crossed
2017-11-23 	03:53:15 	  		Not Crossed
2017-11-23 	03:53:30 	  		Not Crossed
2017-11-23 	03:53:45 	  		Not Crossed
2017-11-23 	03:54:00 	  		Not Crossed
2017-11-23 	03:54:15 	  		Not Crossed
2017-11-23 	03:54:30 	  		Not Crossed
2017-11-23 	03:54:45 	  		Not Crossed
2017-11-23 	03:55:00 	  		Not Crossed
2017-11-23 	03:55:15 	  		Not Crossed
2017-11-23 	03:55:30 	  		Not Crossed
2017-11-23 	03:55:45 	  		Not Crossed
2017-11-23 	03:56:00 	  		Not Crossed
2017-11-23 	03:56:15 	  		Not Crossed
2017-11-23 	03:56:30 	  		Not Crossed
2017-11-23 	03:56:45 	  		Not Crossed
2017-11-23 	03:57:00 	  		Not Crossed
2017-11-23 	03:57:15 	  		Not Crossed
2017-11-23 	03:57:30 	  		Not Crossed
2017-11-23 	03:57:45 	  		Not Crossed
2017-11-23 	03:58:00 	  		Not Crossed
2017-11-23 	03:58:15 	  		Not Crossed
2017-11-23 	03:58:30 	  		Not Crossed
2017-11-23 	03:58:45 	  		Not Crossed
2017-11-23 	03:59:00 	  		Not Crossed
2017-11-23 	03:59:15 	  		Not Crossed
2017-11-23 	03:59:30 	  		Not Crossed
2017-11-23 	03:59:45 	  		Not Crossed
2017-11-23 	04:00:00 	  		Not Crossed
2017-11-23 	04:00:15 	  		Not Crossed
2017-11-23 	04:00:30 	  		Not Crossed
2017-11-23 	04:00:45 	  		Not Crossed
2017-11-23 	04:01:00 	  		Not Crossed
2017-11-23 	04:01:15 	  		Not Crossed
2017-11-23 	04:01:30 	  		Not Crossed
2017-11-23 	04:01:45 	  		Not Crossed
2017-11-23 	04:02:00 	  		Not Crossed
2017-11-23 	04:02:15 	  		Not Crossed
2017-11-23 	04:02:30 	  		Not Crossed
2017-11-23 	04:02:45 	  		Not Crossed
2017-11-23 	04:03:00 	  		Not Crossed
2017-11-23 	04:03:15 	  		Not Crossed
2017-11-23 	04:03:30 	  		Not Crossed
2017-11-23 	04:03:45 	  		Not Crossed
2017-11-23 	04:04:00 	  		Not Crossed
2017-11-23 	04:04:15 	  		Not Crossed
2017-11-23 	04:04:30 	  		Not Crossed
2017-11-23 	04:04:45 	  		Not Crossed
2017-11-23 	04:05:00 	  		Not Crossed
2017-11-23 	04:05:15 	  		Not Crossed
